,f1-score,precision,recall,support
tr11-0767,0.8936170212765957,0.9130434782608695,0.875,24.0
tr11-0792,0.9047619047619047,0.8260869565217391,1.0,19.0
tr12-0003,1.0,1.0,1.0,24.0
tr12-0009,0.6956521739130435,0.8888888888888888,0.5714285714285714,14.0
tr12-0051,0.8846153846153847,0.8214285714285714,0.9583333333333334,24.0
tr12-0058,0.2666666666666667,1.0,0.15384615384615385,13.0
tr12-0061,0.7647058823529411,0.8125,0.7222222222222222,18.0
tr12-0064,0.6923076923076924,0.75,0.6428571428571429,14.0
tr12-0095,0.7222222222222223,0.8125,0.65,20.0
tr12-0106,0.8571428571428572,0.9,0.8181818181818182,22.0
tr12-0108,0.7142857142857143,0.6060606060606061,0.8695652173913043,23.0
tr12-0115,0.9600000000000001,1.0,0.9230769230769231,13.0
tr12-0120,0.8571428571428572,0.8076923076923077,0.9130434782608695,23.0
tr12-0121,0.7804878048780488,0.7619047619047619,0.8,20.0
tr12-0122,0.9743589743589743,1.0,0.95,20.0
tr12-0135,0.7333333333333334,0.8461538461538461,0.6470588235294118,17.0
tr12-0169,0.8461538461538461,0.7857142857142857,0.9166666666666666,24.0
tr12-0173,0.9130434782608696,0.84,1.0,21.0
tr12-0185,0.6470588235294118,0.8461538461538461,0.5238095238095238,21.0
tr12-0209,0.7647058823529412,0.7647058823529411,0.7647058823529411,17.0
tr12-0229,0.9032258064516129,1.0,0.8235294117647058,17.0
tr12-0241,0.9375,0.9375,0.9375,16.0
tr12-0243,0.5263157894736842,0.7142857142857143,0.4166666666666667,12.0
tr12-0244,0.9166666666666666,0.88,0.9565217391304348,23.0
tr12-0253,0.7692307692307692,0.7142857142857143,0.8333333333333334,24.0
tr12-0255,0.9019607843137256,0.8518518518518519,0.9583333333333334,24.0
tr12-0261,0.9333333333333333,0.875,1.0,14.0
tr12-0277,0.6829268292682926,0.7,0.6666666666666666,21.0
tr12-0279,0.8571428571428571,0.8823529411764706,0.8333333333333334,18.0
tr12-0299,0.6829268292682926,0.7368421052631579,0.6363636363636364,22.0
tr12-0308,0.6956521739130435,0.6153846153846154,0.8,20.0
tr12-0310,0.8085106382978724,0.8260869565217391,0.7916666666666666,24.0
tr12-0319,0.5625,0.8181818181818182,0.42857142857142855,21.0
tr12-0321,1.0,1.0,1.0,20.0
tr12-0339,0.7906976744186046,0.85,0.7391304347826086,23.0
tr12-0348,0.8571428571428572,0.9,0.8181818181818182,22.0
tr12-0363,0.8163265306122449,0.7692307692307693,0.8695652173913043,23.0
tr12-0364,0.8936170212765957,0.9130434782608695,0.875,24.0
tr12-0368,0.875,0.8076923076923077,0.9545454545454546,22.0
tr12-0375,0.711111111111111,0.6956521739130435,0.7272727272727273,22.0
tr12-0395,0.619047619047619,0.7222222222222222,0.5416666666666666,24.0
tr12-0404,0.8717948717948718,0.8947368421052632,0.85,20.0
tr12-0408,0.8387096774193549,0.8666666666666667,0.8125,16.0
tr12-0410,0.9523809523809523,0.9523809523809523,0.9523809523809523,21.0
tr12-0412,0.75,0.6666666666666666,0.8571428571428571,14.0
tr12-0414,0.9600000000000001,0.9230769230769231,1.0,24.0
tr12-0425,0.9411764705882353,0.8888888888888888,1.0,24.0
tr12-0426,0.888888888888889,0.8,1.0,24.0
tr12-0438,0.4848484848484849,0.6666666666666666,0.38095238095238093,21.0
tr12-0439,0.8292682926829269,0.85,0.8095238095238095,21.0
tr12-0440,0.923076923076923,0.8571428571428571,1.0,24.0
tr12-0441,0.625,0.7692307692307693,0.5263157894736842,19.0
tr12-0448,0.6153846153846153,0.8888888888888888,0.47058823529411764,17.0
tr12-0463,0.7317073170731708,0.8823529411764706,0.625,24.0
tr12-0476,0.5454545454545455,0.8181818181818182,0.4090909090909091,22.0
tr12-0477,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
tr12-0481,0.888888888888889,0.8,1.0,24.0
tr12-0490,0.851063829787234,0.8333333333333334,0.8695652173913043,23.0
tr12-0492,0.7,0.8235294117647058,0.6086956521739131,23.0
tr12-0493,0.6538461538461539,0.5666666666666667,0.7727272727272727,22.0
tr12-0497,0.7037037037037038,0.6333333333333333,0.7916666666666666,24.0
tr12-0503,0.9767441860465117,1.0,0.9545454545454546,22.0
tr12-0509,0.6341463414634148,0.6842105263157895,0.5909090909090909,22.0
tr12-0512,0.9361702127659574,0.9166666666666666,0.9565217391304348,23.0
tr12-0515,0.65,0.7222222222222222,0.5909090909090909,22.0
tr12-0519,0.7272727272727272,0.6956521739130435,0.7619047619047619,21.0
tr12-0520,0.9333333333333332,0.9545454545454546,0.9130434782608695,23.0
tr12-0522,0.923076923076923,0.8571428571428571,1.0,24.0
tr12-0530,0.9523809523809523,1.0,0.9090909090909091,22.0
tr12-0532,0.5142857142857143,0.75,0.391304347826087,23.0
tr12-0549,0.7333333333333334,0.8461538461538461,0.6470588235294118,17.0
tr12-0560,0.6666666666666666,0.7368421052631579,0.6086956521739131,23.0
tr12-0573,0.9696969696969697,0.9411764705882353,1.0,16.0
tr12-0607,0.6153846153846153,0.7272727272727273,0.5333333333333333,15.0
tr12-0619,0.7755102040816326,0.7307692307692307,0.8260869565217391,23.0
tr12-0646,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0
tr12-0682,0.5882352941176471,1.0,0.4166666666666667,24.0
tr12-0684,0.7924528301886793,0.7241379310344828,0.875,24.0
tr12-0685,0.909090909090909,0.9523809523809523,0.8695652173913043,23.0
tr12-0687,0.5454545454545454,0.5217391304347826,0.5714285714285714,21.0
tr12-0697,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
tr12-0804,0.8372093023255814,0.8181818181818182,0.8571428571428571,21.0
tr13-0056,0.7916666666666666,0.7916666666666666,0.7916666666666666,24.0
tr13-0058,0.7692307692307692,0.6666666666666666,0.9090909090909091,22.0
tr13-0069,0.611111111111111,0.9166666666666666,0.4583333333333333,24.0
tr13-0076,0.9302325581395349,0.9090909090909091,0.9523809523809523,21.0
tr13-0080,0.9600000000000001,0.9230769230769231,1.0,24.0
tr13-0084,0.6511627906976744,0.6666666666666666,0.6363636363636364,22.0
tr13-0093,0.8936170212765958,0.84,0.9545454545454546,22.0
tr13-0101,0.8571428571428571,0.75,1.0,24.0
tr13-0128,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
tr13-0129,0.8,0.7692307692307693,0.8333333333333334,24.0
tr13-0140,0.75,0.75,0.75,24.0
tr13-0145,0.9411764705882353,0.8888888888888888,1.0,24.0
tr13-0164,0.9,0.9473684210526315,0.8571428571428571,21.0
tr13-0170,0.8135593220338984,0.6857142857142857,1.0,24.0
tr13-0187,0.8571428571428571,0.9230769230769231,0.8,15.0
tr13-0204,0.7826086956521738,0.8181818181818182,0.75,24.0
tr13-0208,0.9696969696969697,0.9411764705882353,1.0,16.0
tr13-0212,1.0,1.0,1.0,14.0
tr13-0220,0.9795918367346939,0.96,1.0,24.0
tr13-0226,0.9696969696969697,1.0,0.9411764705882353,17.0
tr13-0250,0.8372093023255814,0.9,0.782608695652174,23.0
tr13-0255,0.7199999999999999,0.75,0.6923076923076923,13.0
tr13-0364,0.48484848484848486,0.5,0.47058823529411764,17.0
tr13-0372,0.6842105263157894,0.9285714285714286,0.5416666666666666,24.0
tr13-0374,0.7200000000000001,0.9,0.6,15.0
tr13-0379,0.5660377358490566,0.5,0.6521739130434783,23.0
tr13-0383,0.7692307692307692,0.7142857142857143,0.8333333333333334,24.0
tr13-0387,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
tr13-0425,0.9090909090909091,1.0,0.8333333333333334,12.0
tr13-0438,0.8421052631578948,0.7272727272727273,1.0,24.0
tr13-0447,0.39999999999999997,0.8333333333333334,0.2631578947368421,19.0
tr13-0448,0.7659574468085107,0.782608695652174,0.75,24.0
tr13-0464,0.6,0.5769230769230769,0.625,24.0
tr13-0475,0.8275862068965517,0.7058823529411765,1.0,24.0
tr13-0492,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
tr13-0493,0.9714285714285714,0.9444444444444444,1.0,17.0
tr13-0505,0.6842105263157895,0.7647058823529411,0.6190476190476191,21.0
tr13-0508,0.7666666666666666,0.6388888888888888,0.9583333333333334,24.0
tr13-0517,0.9523809523809523,0.9090909090909091,1.0,20.0
tr13-0525,0.9795918367346939,0.96,1.0,24.0
tr13-0544,0.8163265306122449,0.7407407407407407,0.9090909090909091,22.0
tr13-0547,0.9130434782608695,0.875,0.9545454545454546,22.0
tr13-0549,0.8846153846153847,0.8214285714285714,0.9583333333333334,24.0
tr13-0551,0.7999999999999999,0.9411764705882353,0.6956521739130435,23.0
tr13-0566,0.6808510638297872,0.6956521739130435,0.6666666666666666,24.0
tr13-0567,0.6666666666666666,0.7142857142857143,0.625,24.0
tr13-0576,0.962962962962963,1.0,0.9285714285714286,14.0
tr13-0589,0.8571428571428571,0.8,0.9230769230769231,13.0
tr13-0607,1.0,1.0,1.0,21.0
tr13-0615,0.76,0.7037037037037037,0.8260869565217391,23.0
tr13-0621,0.9387755102040817,0.92,0.9583333333333334,24.0
tr13-0627,0.8947368421052632,0.85,0.9444444444444444,18.0
tr13-0638,0.8387096774193549,0.8125,0.8666666666666667,15.0
tr13-0646,0.7058823529411765,0.75,0.6666666666666666,18.0
tr13-0653,0.7213114754098361,0.5945945945945946,0.9166666666666666,24.0
tr13-0681,0.8947368421052632,0.9444444444444444,0.85,20.0
tr13-0685,0.47058823529411764,1.0,0.3076923076923077,13.0
tr13-0686,0.7407407407407408,0.7142857142857143,0.7692307692307693,13.0
tr13-0801,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
tr13-0819,0.7540983606557377,0.6216216216216216,0.9583333333333334,24.0
tr14-0011,0.9795918367346939,0.96,1.0,24.0
tr14-0016,0.9166666666666666,0.88,0.9565217391304348,23.0
tr14-0037,0.9795918367346939,0.96,1.0,24.0
tr14-0064,0.7843137254901961,0.7407407407407407,0.8333333333333334,24.0
tr14-0110,0.6808510638297872,0.6666666666666666,0.6956521739130435,23.0
tr14-0167,0.5999999999999999,0.6923076923076923,0.5294117647058824,17.0
tr14-0182,0.8181818181818182,0.9,0.75,24.0
tr14-0185,0.8750000000000001,1.0,0.7777777777777778,18.0
tr14-0193,0.9583333333333334,0.92,1.0,23.0
tr14-0206,1.0,1.0,1.0,24.0
tr14-0231,0.9600000000000001,0.9230769230769231,1.0,24.0
tr14-0240,0.9230769230769231,0.9473684210526315,0.9,20.0
tr14-0258,0.9142857142857143,1.0,0.8421052631578947,19.0
tr14-0268,0.8163265306122449,0.7692307692307693,0.8695652173913043,23.0
tr14-0272,0.8936170212765957,0.9130434782608695,0.875,24.0
tr14-0276,0.846153846153846,1.0,0.7333333333333333,15.0
tr14-0278,0.7142857142857143,0.7894736842105263,0.6521739130434783,23.0
tr14-0291,0.816326530612245,0.8,0.8333333333333334,24.0
micro avg,0.8316500952530077,0.8316500952530076,0.8316500952530076,38319.0
macro avg,0.8249204988764741,0.8449812649616798,0.82835511420583,38319.0
weighted avg,0.825366685074167,0.8414593152871194,0.8316500952530076,38319.0
